title,link,text,date,label
Çin'de Caixin imalat PMI'ı beklentilerin üzerinde gerçekleşti,/cin-de-caixin-imalat-pmi-i-beklentilerin-uzerinde-gerceklesti-2337552,"Çin’de Caixin imalat PMI endeksi Ağustos ayında beklenmedik şekilde Şubat ayından bu yana en yüksek seviyesine çıktı. Endeks 51 seviyesi ile Bloomberg anketi beklentisinin de üzerinde gerçekleşti. Bu hafta açıklanan resmi imalat PMI verisi de aktivitedeki daralmanın hız kestiğini ve yeni siparişlerin arttığını ortaya koymuştu. Caixin anketi daha çok ülkedeki daha küçük ve ihracat odaklı gruplarına yönelik olarak gerçekleştiriliyor. Societe Generale Çin Ekonomisti Michelle Lam, ağustos PMI verilerinin temmuz ayına göre toparlandığına işaret etse de temkinli olunması gerektiğini, iyileşmenin sürdürülebilir olup olmadığının hala belirsiz olduğunu ifade etti.  ","01 Eylül 2023 Cuma, 09:12","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Altında art arda ikinci haftalık yükseliş,/altinda-art-arda-ikinci-haftalik-yukselis-2337554,"Altın, ABD Fed'in izlediği enflasyon verisinin ekonomistlerin öngörüleriyle uyumlu gelmesinin ardından tahvil getirilerindeki düşüşün etkisi ve Fed’in üzerindeki faiz artırımıyla ilgili baskıları hafifletmesi sonrası art arda ikinci kez haftayı yükselişle kapatmaya hazırlanıyor. Spot altın ons başına 1.940 dolar seviyelerine yakın seyrediyor. Ons altın ve bankalararası Dolar/TL  kuru üzerinden hesaplanan gram altın ise 1.665 TL seviyelerinden alıcı buluyor. Çeyrek altın 2.740 liradan, Cumhuriyet altını 11.070 liradan satılıyor. Fed’in temel enflasyona ilişkin tercih ettiği gösterge olan çekirdek PCE 2020’nin sonundan bu yana art arda en küçük artışını kaydederek swap yatırımcılarının bu yıl başka bir artış yapılacağına dair fiyatlamalarını azaltmalarına yol açtı. 10 yıllık tahvil getirisi, son zamanlarda en son 2007’de görülen seviyelere ulaşması sonrası gerilemesini sürdürdü. Yüksek faizler ve tahvil getirileri faiz getirisi olmayan altın için genellikler olumsuz etkiye sahiptir. Yatırımcılar Cuma günü ilerleyen saatlerde yayımlanacak olan ve Ağustos ayında daha küçük bir artış göstermesi beklenen ABD tarım istihdam verisini yakından takip edecek. ","01 Eylül 2023 Cuma, 09:34","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Kira uyuşmazlıklarında yeni dönem,/kira-uyusmazliklarinda-yeni-donem-2337562,"Son yıllarda kira oranlarındaki yükselen artışlar konut bulmayı zorlaştırırken ev sahibi ile kiracılar karşı karşıya gelmesiyle mahkemelerde artan dava yoğunluğu üzerine gündeme getirilen arabulucuk uygulaması 1 Eylül itibariyle başladı. Artık bu tarz anlaşmazlıklarda taraflar önce arabulucuya gidecek. Eğer arabulucuda uzlaşma sağlanamazsa yargı süreci başlayacak. Kira alacağı, bedel artırımı, tahliye talebi, komşuluk hukuku ya da tazminat isteğinden kaynaklanan anlaşmazlık durumunda taraflar mahkemeye gitmek yerine arabulucuların yolunu tutacak. Uygulamanın kira davalarını yarıya indirmesi bekleniyor. Arabulucuya gidildikten sonra taraflar en geç 4 hafta içinde bir karar verecek. Anlaşamazlarsa, bu defa hem kiracıya hem ev sahibine mahkemeye başvuru yolu açılacak. Zorunlu arabuluculuk uygulamasının, özellikle fahiş kira artışının önüne geçilmesi konusunda katkı sağlaması bekleniyor.  Arabulucuya gitmek isteyen adliyelerdeki arabuluculuk merkezlerinden başvuru yapılıyor. Sonrasında sistemden arabulucu atanıyor, taraflar toplantıya çağırılıyor. Sürecin nasıl işleyeceğine ilişkin soruları yanıtlayan Adalet Bakanı Yılmaz Tunç, iki tarafın anlaşması halinde yüzde 25 sınırının aşılabileceğini söyledi. Tunç, ""1 Eylül itibarıyla kirada zorunlu arabuluculuk dönemi başlıyor. Yarından itibaren 'alternatif uyuşmazlık çözüm yöntemi' dediğimiz arabuluculuk müessesine zorunlu dava şartı olarak kira davaları da katılıyor. Yine kat mülkiyetinden, komşuluk hukukundan doğan davalar ve ortaklığın giderilmesi davaları zorunlu arabuluculuk kapsamında olacak"" diye konuştu. Adalet Bakanı Yılmaz Tunç, tarafların arabulucuda yüzde 25 sınırını da konuşabileceklerini söyledi. Tunç, ""Kira miktarını da konuşabilirler, iki taraf istedikten sonra yüzde 25 sınırı aşılabilir. Neticede bu iki tarafın rızasına bağlı olan bir şey. Ev sahibi kiracısına yüzde 25'in üzerinde bir kira artışını dikte edemez. Dolayısıyla kiracıyla kiralayan anlaşırsa o ayrı konu"" dedi. Arabulucuların bir ay içerisinde iki tarafı uzlaştırdığında konunun mahkemeye intikal etmeden çözüleceğine işaret eden Tunç, anlaşma sağlanamadığında ise yargı yolunun açık olduğunu bildirdi. Bakan Tunç, ""10 yılda 4 milyon 620 bin dosya arabuluculuk önüne gelmiş, 4 milyon 620 bin dosyanın 3 milyon küsuru anlaşmayla sonuçlanmış"" bilgisini paylaştı. Adalet Bakanı Yılmaz Tunç, sosyal medya hesabından yaptığı açıklamada, tarımsal üretim sözleşmesinden doğan hukuk uyuşmazlıklarında zorunlu arabuluculuğun bugün itibarıyla başladığını belirtti. Tarımsal üretim sözleşmesinden doğan uyuşmazlıklar hakkında açılacak davalarda, dava açmadan önce arabulucuya başvurulmasını dava şartı olarak düzenleyen kanun hükmünün usul ve esaslarını içeren yönetmeliğin Resmi Gazete'de yayımlandığı bilgisini veren Tunç, açıklamasında şunları kaydetti: ""Bu uyuşmazlıklarda sözleşmeli üretim konusunda uzmanlık eğitimi almış olan arabulucular, bu eğitimi alanların bulunmaması durumunda diğer arabulucular görevlendirilecek. Arabulucu, yapılan başvuruyu görevlendirildiği tarihten itibaren iki hafta içinde sonuçlandıracak. Bu süre, zorunlu hallerde arabulucu tarafından en fazla bir hafta uzatılabilecek. Tarımsal üretim sözleşmesinden doğan davalarda basit yargılama usulü uygulanacak ve bu davalar ivedi olarak görülecek."" ","01 Eylül 2023 Cuma, 10:01","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Tarımsal üretimde arabuluculuk dönemi,/tarimsal-uretimde-arabuluculuk-donemi-2337564,"Adalet Bakanı Yılmaz Tunç, sosyal medya hesabından yaptığı açıklamada, tarımsal üretim sözleşmesinden doğan hukuk uyuşmazlıklarında zorunlu arabuluculuğun bugün itibarıyla başladığını belirtti. Tarımsal üretim sözleşmesinden doğan uyuşmazlıklar hakkında açılacak davalarda, dava açmadan önce arabulucuya başvurulmasını dava şartı olarak düzenleyen kanun hükmünün usul ve esaslarını içeren yönetmeliğin Resmi Gazete'de yayımlandığı bilgisini veren Tunç, açıklamasında şunları kaydetti: ""Bu uyuşmazlıklarda sözleşmeli üretim konusunda uzmanlık eğitimi almış olan arabulucular, bu eğitimi alanların bulunmaması durumunda diğer arabulucular görevlendirilecek. Arabulucu, yapılan başvuruyu görevlendirildiği tarihten itibaren iki hafta içinde sonuçlandıracak. Bu süre, zorunlu hallerde arabulucu tarafından en fazla bir hafta uzatılabilecek. Tarımsal üretim sözleşmesinden doğan davalarda basit yargılama usulü uygulanacak ve bu davalar ivedi olarak görülecek."" ","01 Eylül 2023 Cuma, 10:24","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Ifo: Alman otomotiv sektöründe siparişler hız kesti,/ifo-alman-otomotiv-sektorunde-siparisler-hiz-kesti-2337566,"Almanya'da alışılmışın dışındaki yüksek enflasyon ve artan faizler ekonomide durgunluğa neden olurken, Alman otomobil üreticileri ve tedarikçilerinin gelecek aylara ilişkin iş beklentileri de kötüleşiyor. Merkezi Münih'te bulunan Ekonomi Araştırma Enstitüsü'nün (Ifo) İş Ortamı Anketi sonuçlarına göre, temmuzda 34,6 puan olan Alman otomotiv sektörünün mevcut durum endeksi, Ağustos ayında 34,6 puan azalarak sıfır puan oldu. Sektörün gelecek aylara ilişkin iş beklentisi ise eksi 48 puandan eksi 75 puana geriledi. Ankete ilişkin açıklamada, ""Otomobil üreticilerinin neredeyse yarısı, ağustosta üretimin önünde bir engel olarak sipariş eksikliğinden şikayet etti. Bununla birlikte üreticilerin sipariş defterleri hâlâ 6 ayı kapsayabilecek kadar dolu"" denildi.  Ifo Endüstriyel Organizasyon ve Yeni Teknolojiler Uzmanı Anita Wölfl, konuya ilişkin değerlendirmesinde, bazı otomobil tedarikçilerinin mevcut durumdan memnun olduklarını belirterek, ""Bazı tedarikçiler, sadece Almanya'da değil, dünya çapında elektrikli hareketlilik ve otonom sürüşün yanı sıra alternatif hareketlilik çözümlerini de geliştirebilecek özel teknik uzmanlığa sahip"" ifadesini kullandı. Bu arada, Alman otomobil üreticileri, enflasyonist baskılar, Avrupa'da yavaşlayan ekonomik büyüme ve Çinli otomobil üreticilerinin yanı sıra Tesla'nın rekabetiyle de karşı karşıya bulunuyor. Öte yandan, Avrupa'nın en önemli otomobil fuarlarından biri olan IAA Mobility, 5-10 Eylül'de Münih'te gerçekleştirilecek. Alman otomobil üreticilerinin fuarda Çin'in güçlü rekabetiyle karşı karşıya kalması bekleniyor.  ","01 Eylül 2023 Cuma, 10:39","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
"""Avrupa'da faiz artırım döngüsünün sonuna yaklaşıldı""",/avrupa-da-faiz-artirim-dongusunun-sonuna-yaklasildi-2337567,"Avrupa Merkez Bankası (AMB) Yönetim Kurulu üyesi Francois Villeroy de Galhau'ya göre faiz artırım döngüsünün sonu yaklaşıyor. Fransa Merkez Bankası’nın başındaki isim Cuma günü Paris'te gazetecilere verdiği demeçte, ""Seçeneklerimiz, sonraki toplantılarda olduğu gibi bu toplantıda da açık. Faizlerin zirve seviyesine yakın ya da çok yakınız ancak faizleri indirme noktasından hala uzağız"" ifadelerini kullandı. Yetkililer, ekonomideki son yavaşlamanın, AMB’nin tarihi sıkılaştırma döngüsünün bir yıldan fazla bir süre önce başlamasından bu yana ilk kez faizleri sabit tutmak için yeterli neden olup olmadığına karar vermek üzere 14 Eylül’de toplanacak.  Bazı yetkililer, birliğin enflasyonun yüzde 5’in üzerinde seyretmesi nedeniyle bir faiz artırımına daha destek verebileceklerinin sinyalini verdi. Villeroy, AMB’nin mevduat faizini yüzde 4’e çıkarmaya karar verip vermemesinden ziyade odaklanılması gereken şeyin faizlerin hangi seviyede zirve yapacağı değil zirve seviyesinde ne kadar uzun süre seyredeceği olduğuna işaret ederek, “Süre, seviyeden daha önemli” dedi. Euro Bölgesi için Perşembe günü açıklanan enflasyon verileri, yetkililerin odaklandıkları ölçünün beklendiği gibi bir önceki aydaki yüzde 5,5 seviyesinden Ağustos ayında yüzde 5,3’e yavaşladığını gösterdi. Bu durum yatırımcıların faiz oranlarının bu ay sabit kalacağına dair fiyatlamalarını artırmalarına yol açtı. Morgan Stanley, toplantı sonucuna ilişkin tahminini başka bir artış yerine duraklama olarak değiştirdi. Villeroy, enerji de dahil olmak üzere değişken kalemleri dışarıda bırakan çekirdek enflasyonun tersine dönmeye başlamış gibi göründüğünü söyleyerek, “Bu cesaret verici işaret hala yeterli olmaktan uzak: Enflasyonu şimdi ile 2025 arasında yüzde 2'ye ulaştırmak zorundayız ve başaracağız"" dedi. Yetkililer bu ay verecekleri kararda yol göstermesi amacıyla yeni verilere sahip olacak. Villeroy’un meslektaşı, AMB Başkan Yardımcısı Luis de Guindos da, Perşembe günü yaptığı açıklamada, tahminlerin ekonomiye ilişkin beklentilerin kötüleşmesine rağmen enflasyon görünümünün yaz boyunca pek fazla değişmediğini göstereceğini kaydetti. De Guindos, İspanya’nın Santander kentinde düzenlenen bir panelde politika yapıcıların böyle bir sonucun önümüzdeki ay başka bir faiz artırımı mı yoksa bir duraklama mı gerektireceği konusunda henüz bir sonuca varmadığını söyledi. Eylül ayı için karar hala verilmedi. Ekonomik büyümeye ilişkin tahminler Haziran ayındaki öngörülerimizden daha kötü, enflasyon tahminleri ise Haziran ayındaki tahminlerimizi benzer” diyen de Guindos, AMB’nin hala bazı verilerin gelmesini beklediğini belirtti. Avrupa Merkez Bankası Yönetim Konseyi Üyesi Robert Holzmann, Euro Bölgesi’nde enflasyonun öngörülenden daha ısrarcı seyrettiğini ve AMB’nin bu nedenle faiz artışlarına bu ay ara vermemesi gerektiğini söyledi. China Global Television Network’e konuşan Holzmann, 14 Eylül’deki AMB toplantısına işaret ederek, mevduat faizinde yüzde 4’e çıkmanın “önemli” olacağını ve “sinyal etkisi” sağlayacağını belirtti. Holzmann, “En geç 2025’te faiz indirimine gideceğimizi umuyorum” dedi. AMB Başkan Yardımcısı Luis de Guindos’a göre de banka eylül kararı için hala bazı verileri görmek istiyor. Guindos, “Ekonomik büyümeye ilişkin tahminler haziran ayındaki tahminlerimizden daha kötü, enflasyon tahminleri ise haziran ayındaki tahminlerimize benzer” diye konuştu. ","01 Eylül 2023 Cuma, 10:52","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Fitch: Faaliyet ortamı baskılarının azaltılması bankaların kredi profillerini destekler,/fitch-faaliyet-ortami-baskilarinin-azaltilmasi-bankalarin-kredi-profillerini-destekler-2337568,"Ahmet Kılınç, AA'ya yaptığı açıklamada, Türkiye ekonomisindeki gelişmeler ve bu gelişmelerin bankacılık sektörüne etkilerini değerlendirdi. Halen risklerin devam ediyor olmasına karşın faaliyet ortamı baskılarının azaltılmasının bankaların kredi profillerini desteklediğini ifade eden Kılınç, makro ve piyasa istikrarına yönelik risklerin azaltılmasının, bankaların kredi profillerini destekleyici olacağını söyledi. Türk bankalarının karlılıklarına ilişkin değerlendirmede bulunan Kılınç, ""Politika faizindeki son artış ve son düzenleyici gelişmeler, TL krediler üzerindeki birinci kademe 'yumuşak' faiz sınırının kaldırılmasının ardından daha yüksek kredi getirileri göz önüne alındığında, bankaların karlılığını desteklemektedir. Bankaların net faiz marjlarının, en son Döviz korumalı mevduat aktarımından ve TL dönüştürme gerekliliklerinden kaynaklanan lira fonlama maliyetleri üzerindeki baskıya rağmen, genişlemesini bekliyoruz"" ifadelerini kullandı.  Kılınç, son dönemde değişen para politikası adımlarına işaret ederek, ""Son politika karışımı ayarlamaları, son haftalarda az sayıda bankanın yüksek maliyetle de olsa daha uzun vadeli borçlanmasında görüldüğü gibi, dış finansman baskılarında bir miktar hafiflemeye neden olmuştur."" dedi. Türk bankalarının karlılıklarının bu yılın tamamında, yılın ilk yarı karlılık verileri dikkate alındığında, azalmasının beklendiğini ifade eden Kılınç, ""Bankacılık sektörünün döviz likiditesi, bir yıl içinde ödenmesi gereken piyasaya duyarlı dış borcu geri ödemek için geniş ölçüde yeterli olacaktır."" değerlendirmesinde bulundu.   ","01 Eylül 2023 Cuma, 11:01","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Türkiye'de elektrikli araç pazarı yüzde 700 büyüdü,/turkiye-de-elektrikli-arac-pazari-yuzde-700-buyudu-2337569,"HANDE BERKTAN Dünya genelinde elektrikli araç pazarı hızlı bir büyüme ivmesi yakaladı. Küresel ısınma, fosil yakıtların azalması ve elektrikli araçların verimli, uygun işletim maliyetlerinin olması pazardaki ivmelenmeyi artırdı. Gündem Teknoloji programına katılan Voltify Kurucu Genel Müdürü Mehmet Yiğit, elektrikli araç pazarının gelişimine dair, “2022 yılında küreselde, 10 milyonun üzerinde elektrikli ve hibrit araç satıldı. Pazar payı ise yüzde 14 civarındaydı. Bu yıl ise 15 milyona çıkması bekleniyor. Globalde 81 milyon civarı araç üretildiği düşünülürse bu sene yüzde 18 pazar payı alması demek. Bu da satılan her 5 araçtan biri elektrikli araç olma durumunda” dedi.  Türkiye’de elektrikli araçların yükselen bir trend olduğunu söyleyen Mehmet Yiğit, “Pazar, 2020 yılında 844 adet elektrikli araç, 2021 yılında 2 bin 800 adet , 2022’de 8 binli satış adetlerine ulaştı. Bu yılın ilk 7 ayında ise 17 binin üzerinde araç satıldı. İlk 7 ay geçen yılın ilk yedi ayına göre yüzde 700’lük artış oldu. Bu yıl 60 bine yakın elektrikli araç satılması mümkün. Önümüzdeki yıllarda yüz binli rakamları konuşuyor olacağız” dedi. Türkiye Elektrikli ve Hibrit Araçlar Derneği Başkanı Berkan Bayram, tüketicinin beklentisini “Türkiye’ye otomobil getirip satmak, zor değil. Talep var ve devam ediyor. İlk 7 ayda 17 binin üzerinde elektrikli araç satıldı. Fakat tüketicinin beklentisi servis ve bakım tarafında da çözüm sunulmalı. Büyük markalar bunu sunuyor. Elektrikli araçta ciddi bir servis ağına ihtiyaç duyulmuyor. Belli noktalarda kalifiye personele ihtiyaç olacak. Elektrik elektronik, mekanik, yazılımla alakalı üniversite geçmişi olan gençlere kapımız açık” şeklinde özetledi. Diger yandan sektör temsilcileri, 'Elektrikli arabanın menzili, şarj süresi yeterli mi? şarj altyapısı var mı? ve teknoloji hızlı geliştiği için bu araca yatırım yapmalı mıyım? 2. el satışında sıkıntı olabilir mi?' sorularının tüketicilerin aklında olduğunu belirterek, bu sorunların çözümünde tüm paydaşların bir araya gelip yol haritasını çizmeleri gerektiğine işaret etti.  ","01 Eylül 2023 Cuma, 11:02","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
BofA'dan ABD hisseleri için 'sert iniş' uyarısı,/bofa-dan-abd-hisseleri-icin-sert-inis-uyarisi-2337571,"Bank of America stratejistlerine göre, Fed şimdilik faiz artışlarına son vermiş olabilir ancak ABD hisse senetleri hâlâ sert bir ekonomik iniş riski nedeniyle geri çekilmeyle karşı karşıya. Bankanın ünlü stratejisti Michael Hartnett'ın liderliğindeki ekip, işgücü piyasasındaki yumuşama işaretlerinin Fed'in faiz artışlarını duraklatacağına dair ""güçlü bir haber"" olduğunu ve istihdam verilerine ilişkin ılımlı bir verinin, “yapbozun son parçası"" olacağını söyledi. Ancak ünlü stratejist bu aydan itibaren sözde sert inişe dair daha fazla işaret beklediğini belirtti. Hartnett, 31 Ağustos tarihli notunda ""Son faiz artışını sat"" diye yazdı. Stratejist, ABD hisse senetlerinin geçen yılki düşüşünü doğru bir şekilde tahmin etmiş ve S&P 500 yüzde 17 yükselirken bile 2023'te düşüş beklentisini korumayı sürdürmüştü. Yatırımcı güveni son dönemde zayıflayan ABD ekonomisinin Fed’in politika görünümünde güvercin bir değişime yol açacağı yönündeki fiyatlamalarla destekleniyor. S&P 500 son iki haftada yükseliş kaydetse de Ağustos ayını düşüşle tamamladı. Bu Şubat’tan beri ilk düşüş oldu. Piyasanın dikkati Cuma günü yayımlanacak ve ABD’de geçtiğimiz ay 2020 sonundan bu yana en düşük artışı kaydetmesi beklenen tarım dışı istihdam raporunda olacak. ","01 Eylül 2023 Cuma, 11:55","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
Ham çelik üretiminde 14 ay sonra ilk artış,/ham-celik-uretiminde-14-ay-sonra-ilk-artis-2337572,"Türkiye Çelik Üreticileri Derneği (TÇÜD), Türkiye'nin temmuz ayına ilişkin ham çelik üretim, tüketim ve dış ticaret verilerini açıkladı. Buna göre, 2023 yılının Temmuz ayında Türkiye’nin ham çelik üretimi geçen yılın aynı ayına göre yüzde 7,7 oranında artışla 2,9 milyon ton oldu. Ocak-Temmuz döneminde ise üretim yüzde 13,3 oranında azalışla 18,8 milyon ton seviyesinde gerçekleşti. Veri 14 ay sonra üretimde ilk artış olarak kayıtlara geçti. Nihai mamul tüketimi Temmuz ayında, 2022 yılının aynı ayına kıyasla yüzde 26,9 artışla 3,4 milyon ton, Ocak-Temmuz döneminde ise yüzde 17,1 artış ile 23,3 milyon ton oldu.  Temmuz ayında çelik ürünleri ihracatı, 2022 yılının aynı ayına göre, miktar yönünden yüzde 27,4 oranında azalışla 851,7 bin ton, değer yönünden ise yüzde 40,2 azalışla 675,5 milyon dolar oldu.Ocak-Temmuz döneminde, 2022 yılının aynı dönemine kıyasla ihracat, miktar itibariyle yüzde 44,2 azalışla 5,3 milyon ton, değer itibariyle ise yüzde 51,1 azalışla 4,6 milyar dolar seviyesinde gerçekleşti. 2023 yılının Temmuz ayında çelik ürünleri ithalatı, 2022 yılının aynı ayına göre, miktar yönünden yüzde 16,1 artışla 1,5 milyon ton, değer yönünden ise, yüzde 7,1 azalışla 1,4 milyar dolar olarak gerçekleşti.Ocak-Temmuz döneminde, 2022 yılının aynı dönemine kıyasla ithalat, miktar itibariyle yüzde 22 artışla 11 milyon ton, değer itibariyle yüzde 4,7 azalışla 9,5 milyar dolar seviyesinde gerçekleşti. 2022 yılının yedi ayında yüzde 93,4 olan ihracatın ithalatı karşılama oranı, 2023 yılının aynı döneminde yüzde 48 seviyesine geriledi. Dünya Çelik Derneği (worldsteel) tarafından açıklanan 2023 yılı Temmuz ayı verilerine göre, dünya ham çelik üretimi, geçtiğimiz yılın aynı ayına kıyasla yüzde 6,6 artışla 158,5 milyon ton, yılın ilk 7 ayında ise yüzde 1,1 azalışla 943,9 milyon ton seviyesinde gerçekleşti.  Yılın ilk 7 ayında, Çin’in ham çelik üretimi, 2022 yılının aynı dönemine kıyasla yüzde 2,5 oranında artışla 626,5 milyon tona yükselirken, ikinci sırada yer alan Hindistan’ın ham çelik üretimi yüzde 9 artışla 79,9 milyon ton, Japonya’nın üretimi ise yüzde 5,4 oranında azalışla 51,2 milyon ton oldu. Türkiye’nin ham çelik üretiminde, Temmuz ayında 14 ay sonra ilk kez artış gözlendi. Temmuz ayında yüzde 7,7 oranında üretim artışı kaydedilirken, yılın 7 aylık döneminde, Türk çelik sektörü yüzde 13,3 azalış ile 18,8 milyon ton üretim gerçekleştirerek, Almanya’nın ardından 8. sıraya yükseldi. Üretim yüzde 13,3 oranında geriler iken, inşaat sektörünün hareketlenmesi ile iç piyasada ortaya çıkan talep artışı sayesinde, tüketim yüzde 17,1 oranında artar iken, ithalatın yüzde 22 oranında artması, yurt içi tüketim içerisindeki ithalatın payının artmasına sebep oldu. Yatırımları devam eden ve yeni devreye giren kapasitelere rağmen, yılın ilk 7 aylık dönemi itibariyle, ham çelik üretimindeki ve ihracattaki düşüşün devam etmesi endişeleri artırdı. Söz konusu dönemde, ihracat yüzde 44,2 oranında azalırken, ithalatın yüzde 22 oranında artması, 2022 yılının aynı döneminde yüzde 93,4 olan ihracatın ithalatı karşılama oranının, 2023 yılının ilk yarısında yüzde 48 seviyesine gerilemesine yol açtı.  Açıklamada, ""özellikle son aylarda filmaşin ithalatındaki artışın Temmuz ayında da hız kazanarak devam etmesi ve yılın 7 aylık döneminde yüzde 93,3 seviyesine ulaşması, acilen önlem alınması ihtiyacını ortaya koyuyor"" değerlendirmesine yer verildi. Öte yandan, Rusya’dan sonra en fazla ithalat yapılan Çin’den alımlar yılın ilk 7 ayında yüzde 84 oranında artış gösterdi. Açıklamada, ""Çin’in inşaat sektöründeki daralmanın yol açtığı üretim fazlasını ülkemize göndermesinin engellenmesi, baz etkisi sebebiyle yılın son çeyreğinde ortaya çıkacak artışların reel artışlara dönüştürülmesi, sektörün cari açığının kapatılmasına olan katkının artırılması açısından hayati önem taşıyor"" ifadleri yer aldı.   ","01 Eylül 2023 Cuma, 11:55","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
İstanbul'da yıllık enflasyon altı ayın zirvesinde,/istanbul-da-yillik-enflasyon-alti-ayin-zirvesinde-2337575,"Artış yıllık bazda yüzde 74,17, Toptan Eşya Fiyatları İndeksinde ise yüzde 66,18 olarak gerçekleşti. Perakende enflasyonu son altı ayın zirvesi olarak kaydedildi. Ağustos 2023’de perakende fiyatlarda bir önceki aya göre; ulaştırma ve haberleşme harcamalarında yüzde 32,29, gıda harcamalarında yüzde 9,77, ev eşyası harcamalarında yüzde 8,94, diğer harcamalar grubunda yüzde 7,53, konut harcamalarında yüzde 6,50, kültür eğitim ve eğlence harcamalarında yüzde 4,11, sağlık ve kişisel bakım harcamalarında yüzde 1,87 ve giyim harcamalarında yüzde 0,33 artış izlendi.  Üretici fiyatlarını izleyen toptan fiyatlarda bir önceki aya göre; mensucat grubunda yüzde 12,35, madenler grubunda yüzde 9,44, yakacak ve enerji maddeleri grubunda yüzde 8,28, gıda maddeleri grubunda yüzde 8,23, kimyevi maddeler grubunda yüzde 4,25, işlenmemiş maddeler grubunda yüzde 3,65, inşaat malzemeleri grubunda yüzde 2,77 artış kaydedildi.  ","01 Eylül 2023 Cuma, 12:11","['ASTOR : -1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 1', 'OYAKC : -1', 'KONYA : 1', 'YBTAS : -1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 1']"
